u,y,fs
4.95,2.947214076,
0,3.768328446,
4.95,3.670576735,
4.95,3.709677419,
0,4.061583578,
0,3.782991202,
0,3.220918866,
4.95,2.688172043,
0,2.93255132,
0,3.284457478,
0,2.766373412,
4.95,2.360703812,
0,2.624633431,
0,3.206256109,
0,2.600195503,
4.95,2.072336266,
0,2.531769306,
4.95,2.976539589,
0,3.142717498,
4.95,3.396871945,
0,3.460410557,
4.95,3.548387097,
0,3.699902248,
4.95,3.587487781,
0,3.758553275,
4.95,3.616813294,
4.95,3.685239492,
4.95,4.017595308,
4.95,4.149560117,
4.95,4.188660802,
4.95,4.208211144,
4.95,4.198435973,
4.95,4.193548387,
4.95,4.193548387,
4.95,4.198435973,
0,4.203323558,
4.95,3.875855327,
4.95,3.929618768,
4.95,4.139784946,
4.95,4.188660802,
4.95,4.188660802,
4.95,4.2228739,
4.95,4.203323558,
4.95,4.213098729,
0,4.2228739,
4.95,3.954056696,
0,3.885630499,
4.95,3.71945259,
4.95,3.748778104,
4.95,4.061583578,
4.95,4.154447703,
4.95,4.173998045,
4.95,4.193548387,
0,4.203323558,
4.95,3.958944282,
4.95,3.900293255,
4.95,4.115347019,
0,4.193548387,
4.95,3.900293255,
4.95,3.89540567,
4.95,4.139784946,
4.95,4.183773216,
0,4.217986315,
4.95,3.934506354,
0,3.924731183,
4.95,3.76344086,
0,3.787878788,
4.95,3.724340176,
0,3.773216031,
4.95,3.655913978,
4.95,3.71945259,
0,4.03714565,
4.95,3.836754643,
4.95,3.836754643,
4.95,4.110459433,
4.95,4.17888563,
4.95,4.203323558,
4.95,4.213098729,
4.95,4.2228739,
0,4.237536657,
0,3.973607038,
4.95,3.362658847,
0,3.494623656,
4.95,3.543499511,
4.95,3.724340176,
4.95,4.076246334,
4.95,4.183773216,
4.95,4.198435973,
0,4.217986315,
0,3.905180841,
0,3.299120235,
4.95,2.795698925,
4.95,3.206256109,
0,3.968719453,
4.95,3.773216031,
4.95,3.802541544,
4.95,4.076246334,
0,4.164222874,
0,3.826979472,
4.95,3.372434018,
0,3.494623656,
0,3.602150538,
0,3.040078201,
4.95,2.443792766,
0,2.84457478,
4.95,3.323558162,
0,3.48973607,
0,3.475073314,
0,2.917888563,
4.95,2.370478983,
0,2.653958944,
4.95,3.157380254,
0,3.34799609,
4.95,3.387096774,
4.95,3.636363636,
4.95,4.071358749,
0,4.164222874,
4.95,3.870967742,
0,3.885630499,
4.95,3.714565005,
4.95,3.817204301,
4.95,4.110459433,
4.95,4.188660802,
0,4.232649071,
4.95,3.914956012,
0,3.890518084,
4.95,3.743890518,
4.95,3.870967742,
4.95,4.110459433,
0,4.188660802,
4.95,3.890518084,
4.95,3.856304985,
0,4.115347019,
4.95,3.841642229,
4.95,3.910068426,
4.95,4.134897361,
0,4.193548387,
4.95,3.910068426,
0,3.870967742,
4.95,3.695014663,
0,3.753665689,
0,3.724340176,
4.95,3.279569892,
0,3.450635386,
4.95,3.48973607,
0,3.611925709,
4.95,3.62170088,
4.95,3.699902248,
4.95,4.066471163,
4.95,4.173998045,
0,4.203323558,
0,3.880742913,
4.95,3.289345064,
4.95,3.592375367,
4.95,4.071358749,
4.95,4.173998045,
0,4.208211144,
4.95,3.870967742,
4.95,3.866080156,
0,4.115347019,
0,3.861192571,
0,3.269794721,
0,2.776148583,
4.95,2.311827957,
4.95,2.781036168,
0,3.866080156,
4.95,3.71945259,
0,3.753665689,
0,3.641251222,
0,3.152492669,
4.95,2.600195503,
4.95,3.005865103,
0,3.939393939,
0,3.71945259,
0,3.147605083,
4.95,2.61485826,
4.95,3.010752688,
0,3.880742913,
4.95,3.704789834,
0,3.729227761,
0,3.66568915,
0,3.152492669,
0,2.561094819,
4.95,2.06744868,
0,2.482893451,
0,3.250244379,
0,2.624633431,
4.95,2.179863148,
4.95,2.561094819,
0,3.734115347,
4.95,3.646138807,
4.95,3.734115347,
0,4.061583578,
4.95,3.890518084,
0,3.826979472,
4.95,3.651026393,
0,3.748778104,
0,3.709677419,
0,3.206256109,
4.95,2.673509286,
0,3.098729228,
0,3.362658847,
4.95,2.820136852,
4.95,3.274682307,
4.95,3.914956012,
4.95,4.17888563,
0,4.213098729,
4.95,3.934506354,
0,3.885630499,
4.95,3.675464321,
0,3.822091887,
0,3.616813294,
0,3.025415445,
4.95,2.47311828,
4.95,2.805474096,
0,3.914956012,
4.95,3.699902248,
4.95,3.885630499,
4.95,4.154447703,
4.95,4.208211144,
0,4.198435973,
4.95,3.89540567,
0,3.890518084,
0,3.699902248,
0,3.054740958,
4.95,2.565982405,
0,2.893450635,
4.95,3.323558162,
4.95,3.607038123,
0,4.027370479,
4.95,3.831867058,
4.95,3.866080156,
0,4.115347019,
4.95,3.905180841,
0,3.944281525,
4.95,3.734115347,
4.95,3.866080156,
0,4.134897361,
0,3.900293255,
4.95,3.274682307,
0,3.499511241,
0,3.558162268,
4.95,3.025415445,
4.95,3.289345064,
4.95,3.973607038,
0,4.139784946,
0,3.782991202,
0,3.230694037,
0,2.629521017,
4.95,2.062561095,
0,2.497556207,
0,3.16226784,
0,2.580645161,
4.95,2.052785924,
0,2.463343109,
0,3.108504399,
4.95,2.624633431,
4.95,2.839687195,
0,3.822091887,
4.95,3.704789834,
0,3.773216031,
4.95,3.709677419,
0,3.778103617,
4.95,3.739002933,
0,3.76344086,
0,3.709677419,
0,3.079178886,
0,2.531769306,
4.95,2.043010753,
4.95,2.487781036,
4.95,3.607038123,
4.95,4.090909091,
4.95,4.173998045,
4.95,4.2228739,
0,4.2228739,
4.95,3.875855327,
4.95,3.826979472,
0,4.100684262,
0,3.822091887,
4.95,3.294232649,
4.95,3.607038123,
4.95,4.066471163,
4.95,4.188660802,
0,4.203323558,
4.95,3.939393939,
0,3.870967742,
0,3.76344086,
0,3.181818182,
0,2.737047898,
0,2.267839687,
4.95,1.827956989,
4.95,2.292277615,
0,3.387096774,
4.95,3.592375367,
4.95,3.773216031,
0,4.095796676,
4.95,3.900293255,
4.95,3.846529814,
4.95,4.120234604,
0,4.17888563,
0,3.954056696,
0,3.406647116,
4.95,2.84457478,
0,3.103616813,
0,3.450635386,
4.95,2.88856305,
0,3.098729228,
4.95,3.494623656,
0,3.655913978,
0,3.66568915,
4.95,3.191593353,
0,3.445747801,
4.95,3.558162268,
0,3.641251222,
0,3.611925709,
4.95,3.132942326,
4.95,3.299120235,
4.95,4.002932551,
0,4.144672532,
0,3.914956012,
4.95,3.352883675,
4.95,3.460410557,
4.95,4.022482893,
0,4.169110459,
0,3.900293255,
0,3.421309873,
4.95,2.893450635,
0,3.318670577,
0,3.563049853,
0,2.991202346,
0,2.463343109,
4.95,1.999022483,
0,2.360703812,
0,3.03030303,
4.95,2.419354839,
0,2.917888563,
4.95,3.333333333,
0,3.519061584,
4.95,3.611925709,
4.95,3.680351906,
0,4.032258065,
4.95,3.787878788,
0,3.817204301,
0,3.675464321,
4.95,3.181818182,
4.95,3.523949169,
4.95,3.99315738,
4.95,4.144672532,
0,4.17888563,
0,3.880742913,
4.95,3.186705767,
4.95,3.411534702,
0,3.988269795,
0,3.773216031,
0,3.186705767,
4.95,2.619745846,
4.95,2.927663734,
0,3.80742913,
0,3.631476051,
0,3.054740958,
0,2.507331378,
0,1.955034213,
0,1.480938416,
4.95,1.065493646,
0,1.661779081,
0,2.678396872,
0,2.096774194,
0,1.632453568,
4.95,1.182795699,
4.95,1.642228739,
4.95,3.152492669,
4.95,3.944281525,
0,4.110459433,
4.95,3.812316716,
0,3.8514174,
4.95,3.685239492,
4.95,3.680351906,
0,4.042033236,
0,3.831867058,
4.95,3.191593353,
4.95,3.328445748,
0,4.002932551,
4.95,3.817204301,
4.95,3.831867058,
4.95,4.095796676,
0,4.159335288,
0,3.846529814,
0,3.372434018,
0,2.839687195,
0,2.272727273,
0,1.749755621,
4.95,1.256109482,
0,1.842619746,
4.95,2.741935484,
0,3.000977517,
0,3.318670577,
4.95,2.839687195,
4.95,3.064516129,
4.95,3.905180841,
4.95,4.110459433,
0,4.173998045,
4.95,3.89540567,
4.95,3.919843597,
4.95,4.134897361,
0,4.193548387,
0,3.89540567,
0,3.382209189,
4.95,2.785923754,
4.95,3.093841642,
0,3.914956012,
4.95,3.739002933,
0,3.758553275,
4.95,3.704789834,
0,3.792766373,
0,3.71945259,
4.95,3.098729228,
0,3.401759531,
0,3.558162268,
0,2.952101662,
4.95,2.380254154,
4.95,2.834799609,
4.95,3.910068426,
4.95,4.130009775,
0,4.203323558,
0,3.914956012,
4.95,3.308895406,
0,3.528836755,
4.95,3.563049853,
0,3.714565005,
0,3.66568915,
4.95,3.088954057,
4.95,3.39198436,
0,3.988269795,
0,3.758553275,
0,3.16226784,
4.95,2.580645161,
4.95,3.03030303,
4.95,3.963831867,
0,4.130009775,
0,3.866080156,
0,3.313782991,
0,2.771260997,
0,2.306940371,
4.95,1.813294233,
0,2.174975562,
0,3.059628543,
4.95,2.438905181,
0,2.717497556,
0,3.230694037,
4.95,2.712609971,
4.95,3.323558162,
4.95,4.032258065,
0,4.164222874,
4.95,3.910068426,
0,3.880742913,
0,3.734115347,
4.95,3.250244379,
0,3.484848485,
0,3.572825024,
0,2.981427175,
4.95,2.458455523,
0,2.903225806,
4.95,3.352883675,
4.95,3.597262952,
0,4.090909091,
0,3.787878788,
4.95,3.284457478,
0,3.523949169,
4.95,3.631476051,
0,3.729227761,
4.95,3.690127077,
4.95,3.778103617,
0,4.130009775,
0,3.866080156,
0,3.274682307,
0,2.805474096,
4.95,2.287390029,
4.95,2.688172043,
4.95,3.875855327,
4.95,4.154447703,
0,4.217986315,
0,3.890518084,
0,3.299120235,
4.95,2.712609971,
4.95,2.991202346,
0,3.924731183,
0,3.787878788,
4.95,3.16226784,
4.95,3.465298143,
0,4.066471163,
0,3.870967742,
4.95,3.382209189,
0,3.655913978,
0,3.660801564,
0,3.054740958,
0,2.502443793,
0,1.930596285,
0,1.549364614,
0,1.094819159,
0,0.6793743891,
0,0.3176930596,
4.95,0,
0,0.7038123167,
4.95,2.19941349,
4.95,2.737047898,
4.95,3.704789834,
4.95,4.095796676,
4.95,4.183773216,
4.95,4.198435973,
4.95,4.208211144,
0,4.213098729,
4.95,3.875855327,
4.95,3.905180841,
0,4.130009775,
4.95,3.900293255,
4.95,3.885630499,
4.95,4.139784946,
4.95,4.198435973,
4.95,4.203323558,
0,4.227761486,
4.95,3.890518084,
0,3.954056696,
0,3.724340176,
4.95,3.098729228,
0,3.352883675,
4.95,3.382209189,
4.95,3.587487781,
4.95,3.983382209,
0,4.154447703,
4.95,3.80742913,
4.95,3.89540567,
0,4.154447703,
0,3.753665689,
4.95,3.108504399,
4.95,3.499511241,
0,4.051808407,
4.95,3.822091887,
0,3.866080156,
4.95,3.753665689,
0,3.870967742,
0,3.714565005,
0,3.191593353,
0,2.595307918,
0,2.077223851,
0,1.56402737,
4.95,1.075268817,
4.95,1.544477028,
4.95,2.93255132,
4.95,3.958944282,
0,4.120234604,
4.95,3.861192571,
4.95,3.890518084,
4.95,4.134897361,
4.95,4.188660802,
0,4.208211144,
0,3.924731183,
4.95,3.30400782,
4.95,3.607038123,
0,4.076246334,
4.95,3.880742913,
0,3.856304985,
4.95,3.753665689,
4.95,3.802541544,
0,4.120234604,
0,3.826979472,
0,3.206256109,
0,2.707722385,
0,2.165200391,
4.95,1.622678397,
4.95,2.047898338,
4.95,3.211143695,
0,4.012707722,
0,3.773216031,
0,3.157380254,
4.95,2.600195503,
4.95,2.996089932,
4.95,3.924731183,
0,4.144672532,
0,3.822091887,
4.95,3.196480938,
0,3.504398827,
0,3.607038123,
4.95,3.015640274,
0,3.299120235,
0,3.411534702,
4.95,2.805474096,
0,3.206256109,
0,3.426197458,
0,2.88856305,
4.95,2.223851417,
0,2.644183773,
0,3.137829912,
4.95,2.463343109,
0,2.829912023,
0,3.235581623,
4.95,2.776148583,
0,3.088954057,
4.95,3.421309873,
0,3.57771261,
4.95,3.670576735,
0,3.822091887,
0,3.778103617,
4.95,3.172043011,
0,3.543499511,
0,3.543499511,
4.95,2.971652004,
4.95,3.343108504,
4.95,4.056695992,
4.95,4.173998045,
4.95,4.2228739,
0,4.2228739,
0,3.924731183,
4.95,3.30400782,
0,3.607038123,
0,3.607038123,
0,3.015640274,
4.95,2.52688172,
4.95,2.942326491,
4.95,3.812316716,
0,4.03714565,
0,3.768328446,
0,3.088954057,
4.95,2.507331378,
0,2.893450635,
4.95,3.318670577,
0,3.572825024,
0,3.587487781,
4.95,3.005865103,
0,3.289345064,
0,3.514173998,
4.95,2.947214076,
0,3.274682307,
4.95,3.475073314,
4.95,3.690127077,
4.95,4.105571848,
0,4.217986315,
0,3.870967742,
4.95,3.318670577,
0,3.543499511,
0,3.631476051,
4.95,3.128054741,
4.95,3.34799609,
0,3.988269795,
4.95,3.812316716,
0,3.841642229,
0,3.734115347,
0,3.157380254,
4.95,2.565982405,
0,2.908113392,
0,3.357771261,
0,2.873900293,
0,2.326490714,
4.95,1.769305963,
4.95,2.19941349,
0,3.255131965,
4.95,3.53372434,
0,3.675464321,
4.95,3.563049853,
0,3.729227761,
4.95,3.714565005,
4.95,3.836754643,
0,4.08113392,
0,3.866080156,
0,3.240469208,
4.95,2.668621701,
4.95,3.049853372,
4.95,3.998044966,
4.95,4.169110459,
4.95,4.227761486,
0,4.242424242,
0,3.8514174,
0,3.313782991,
4.95,2.732160313,
0,3.167155425,
0,3.445747801,
4.95,2.869012708,
4.95,3.225806452,
4.95,3.99315738,
0,4.149560117,
0,3.905180841,
4.95,3.406647116,
0,3.597262952,
4.95,3.626588465,
0,3.704789834,
0,3.582600196,
0,3.000977517,
4.95,2.497556207,
0,2.805474096,
0,3.211143695,
0,2.649071359,
4.95,2.091886608,
4.95,2.75659824,
4.95,3.875855327,
0,4.12512219,
4.95,3.822091887,
0,3.890518084,
4.95,3.748778104,
0,3.861192571,
4.95,3.743890518,
0,3.836754643,
0,3.685239492,
4.95,3.16226784,
0,3.431085044,
4.95,3.48973607,
4.95,3.602150538,
4.95,4.071358749,
4.95,4.213098729,
4.95,4.237536657,
4.95,4.237536657,
0,4.232649071,
0,3.885630499,
4.95,3.323558162,
4.95,3.582600196,
0,4.086021505,
4.95,3.870967742,
4.95,3.866080156,
4.95,4.134897361,
4.95,4.217986315,
0,4.232649071,
0,3.856304985,
0,3.367546432,
0,2.75659824,
0,2.267839687,
4.95,1.803519062,
0,2.267839687,
4.95,3.142717498,
4.95,3.382209189,
0,4.061583578,
0,3.856304985,
4.95,3.235581623,
4.95,3.48973607,
4.95,4.002932551,
0,4.183773216,
4.95,3.861192571,
4.95,3.885630499,
0,4.159335288,
0,3.870967742,
0,3.299120235,
0,2.697947214,
0,2.170087977,
4.95,1.642228739,
0,2.086999022,
4.95,3.005865103,
0,3.269794721,
0,3.377321603,
0,2.785923754,
4.95,2.223851417,
4.95,2.7028348,
4.95,3.905180841,
0,4.144672532,
4.95,3.870967742,
4.95,3.890518084,
4.95,4.139784946,
0,4.193548387,
4.95,3.890518084,
0,3.885630499,
0,3.743890518,
4.95,3.264907136,
0,3.48973607,
4.95,3.563049853,
0,3.753665689,
4.95,3.646138807,
0,3.739002933,
4.95,3.675464321,
4.95,3.753665689,
0,4.095796676,
0,3.836754643,
4.95,3.216031281,
4.95,3.514173998,
4.95,4.046920821,
4.95,4.169110459,
4.95,4.193548387,
4.95,4.217986315,
0,4.227761486,
0,3.787878788,
0,3.191593353,
0,2.580645161,
0,2.140762463,
4.95,1.588465298,
4.95,2.174975562,
4.95,3.440860215,
4.95,4.046920821,
0,4.183773216,
0,3.885630499,
4.95,3.274682307,
4.95,3.548387097,
4.95,4.017595308,
0,4.149560117,
0,3.836754643,
4.95,3.313782991,
4.95,3.626588465,
0,4.105571848,
0,3.802541544,
0,3.225806452,
0,2.65884653,
4.95,2.184750733,
0,2.653958944,
0,3.211143695,
0,2.639296188,
0,2.028347996,
0,1.617790811,
0,1.182795699,
4.95,0.8064516129,
4.95,1.226783969,
0,2.497556207,
4.95,3.191593353,
0,3.396871945,
4.95,3.504398827,
4.95,3.592375367,
4.95,3.998044966,
4.95,4.12512219,
0,4.173998045,
0,3.826979472,
0,3.318670577,
4.95,2.712609971,
4.95,3.128054741,
4.95,3.99315738,
0,4.164222874,
4.95,3.870967742,
4.95,3.875855327,
0,4.139784946,
0,3.831867058,
4.95,3.250244379,
0,3.494623656,
0,3.450635386,
4.95,2.820136852,
0,3.152492669,
4.95,3.328445748,
0,3.567937439,
0,3.62170088,
0,2.942326491,
0,2.438905181,
4.95,1.906158358,
0,2.478005865,
0,3.084066471,
4.95,2.482893451,
4.95,2.883675464,
4.95,3.831867058,
0,4.149560117,
4.95,3.880742913,
4.95,3.900293255,
0,4.144672532,
4.95,3.856304985,
0,3.914956012,
0,3.748778104,
0,3.167155425,
4.95,2.590420332,
0,2.937438905,
4.95,3.201368524,
0,3.494623656,
0,3.563049853,
4.95,3.064516129,
4.95,3.328445748,
0,4.032258065,
4.95,3.768328446,
0,3.900293255,
4.95,3.724340176,
4.95,3.817204301,
4.95,4.159335288,
0,4.227761486,
0,3.919843597,
0,3.34799609,
0,2.864125122,
4.95,2.316715543,
4.95,2.741935484,
4.95,3.695014663,
0,4.105571848,
4.95,3.861192571,
0,3.822091887,
0,3.680351906,
4.95,3.123167155,
4.95,3.396871945,
0,4.007820137,
0,3.822091887,
4.95,3.284457478,
0,3.592375367,
4.95,3.631476051,
4.95,3.753665689,
0,4.08113392,
0,3.846529814,
0,3.279569892,
0,2.805474096,
0,2.331378299,
0,1.764418377,
4.95,1.319648094,
4.95,1.906158358,
0,3.255131965,
0,3.396871945,
0,2.781036168,
4.95,2.390029326,
4.95,2.776148583,
4.95,3.866080156,
4.95,4.144672532,
0,4.213098729,
0,3.910068426,
0,3.333333333,
0,2.766373412,
4.95,2.214076246,
0,2.707722385,
0,3.269794721,
4.95,2.776148583,
4.95,3.079178886,
0,3.968719453,
0,3.797653959,
4.95,3.211143695,
4.95,3.494623656,
0,4.051808407,
4.95,3.817204301,
0,3.905180841,
0,3.787878788,
0,3.294232649,
0,2.834799609,
0,2.272727273,
0,1.774193548,
0,1.304985337,
0,0.9530791789,
4.95,0.522971652,
4.95,1.217008798,
0,2.75659824,
4.95,3.235581623,
4.95,3.455522972,
4.95,3.983382209,
4.95,4.144672532,
4.95,4.203323558,
4.95,4.237536657,
0,4.2228739,
0,3.94916911,
0,3.440860215,
4.95,2.976539589,
0,3.279569892,
4.95,3.504398827,
4.95,3.655913978,
4.95,4.076246334,
4.95,4.173998045,
0,4.203323558,
0,3.919843597,
4.95,3.387096774,
0,3.704789834,
4.95,3.641251222,
4.95,3.802541544,
0,4.095796676,
4.95,3.836754643,
4.95,3.831867058,
0,4.110459433,
0,3.89540567,
0,3.279569892,
4.95,2.849462366,
4.95,3.255131965,
0,3.998044966,
0,3.792766373,
4.95,3.343108504,
0,3.602150538,
0,3.57771261,
0,3.084066471,
4.95,2.541544477,
0,2.937438905,
0,3.34799609,
0,2.88856305,
0,2.434017595,
0,2.013685239,
4.95,1.568914956,
0,2.116324536,
4.95,2.927663734,
0,3.147605083,
4.95,3.382209189,
0,3.646138807,
4.95,3.572825024,
4.95,3.76344086,
4.95,4.115347019,
0,4.193548387,
4.95,3.905180841,
4.95,3.905180841,
4.95,4.144672532,
4.95,4.227761486,
4.95,4.232649071,
4.95,4.242424242,
0,4.247311828,
4.95,3.94916911,
0,3.89540567,
4.95,3.680351906,
0,3.836754643,
4.95,3.739002933,
4.95,3.841642229,
4.95,4.110459433,
4.95,4.213098729,
0,4.2228739,
4.95,3.914956012,
4.95,3.870967742,
4.95,4.139784946,
4.95,4.198435973,
4.95,4.232649071,
0,4.242424242,
4.95,3.954056696,
4.95,4.007820137,
0,4.173998045,
4.95,3.885630499,